City,Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI,risk_level,Date,Year,Month,DayOfWeek,risk_label
Bangalore,10-06-2015,342.5,365.6,23.5,2.52,46.7,52.4,240.7,Moderate,2015-06-10,2015,6,2,1
Delhi,11-06-2015,16.5,443.1,3.2,7.55,6.1,110.2,255.6,High,2015-06-11,2015,6,3,2
Mumbai,11-06-2015,189.6,78.6,48.0,8.43,60.1,84.5,477.5,High,2015-06-11,2015,6,3,2
Chennai,11-06-2015,154.3,228.1,52.3,8.06,0.1,129.8,77.4,High,2015-06-11,2015,6,3,2
Kolkata,11-06-2015,34.9,406.8,80.1,2.05,15.2,19.0,67.4,Moderate,2015-06-11,2015,6,3,1
Bangalore,11-06-2015,181.4,409.7,43.3,6.2,36.4,183.5,98.3,High,2015-06-11,2015,6,3,2
Delhi,12-06-2015,341.6,326.1,70.5,5.43,98.8,139.8,152.9,Moderate,2015-06-12,2015,6,4,1
Mumbai,12-06-2015,480.3,288.5,57.7,0.01,26.0,80.2,394.9,Low,2015-06-12,2015,6,4,0
Chennai,12-06-2015,463.3,3.0,132.1,1.65,7.0,188.3,63.1,Moderate,2015-06-12,2015,6,4,1
Kolkata,12-06-2015,86.8,18.7,119.3,0.78,37.5,186.7,497.3,Low,2015-06-12,2015,6,4,0
Bangalore,12-06-2015,343.7,371.3,81.6,2.5,80.2,146.3,92.5,Low,2015-06-12,2015,6,4,0
Delhi,13-06-2015,323.6,149.8,7.8,3.26,51.9,95.6,366.6,Low,2015-06-13,2015,6,5,0
Mumbai,13-06-2015,439.0,87.3,138.2,9.91,3.4,34.7,426.1,Moderate,2015-06-13,2015,6,5,1
Chennai,13-06-2015,224.8,15.3,48.2,4.49,49.0,194.1,138.1,Moderate,2015-06-13,2015,6,5,1
Kolkata,13-06-2015,104.4,219.6,65.2,4.16,98.9,2.1,424.8,Low,2015-06-13,2015,6,5,0
Bangalore,13-06-2015,98.6,437.9,63.8,9.17,65.9,92.3,193.6,Low,2015-06-13,2015,6,5,0
Delhi,14-06-2015,150.5,432.0,125.8,8.0,40.6,158.4,295.6,High,2015-06-14,2015,6,6,2
Mumbai,14-06-2015,380.8,4.4,103.6,4.89,18.5,47.3,143.3,High,2015-06-14,2015,6,6,2
Chennai,14-06-2015,56.2,502.8,22.7,9.76,0.0,61.0,166.8,Moderate,2015-06-14,2015,6,6,1
Kolkata,14-06-2015,68.2,540.3,73.3,6.0,7.0,42.6,469.1,High,2015-06-14,2015,6,6,2
Bangalore,14-06-2015,441.3,14.2,100.8,8.17,74.3,129.5,160.7,Moderate,2015-06-14,2015,6,6,1
Delhi,15-06-2015,181.0,94.7,55.7,5.51,62.9,154.0,188.5,Low,2015-06-15,2015,6,0,0
Mumbai,15-06-2015,103.8,85.8,78.8,0.14,50.7,161.6,99.5,Low,2015-06-15,2015,6,0,0
Chennai,15-06-2015,274.0,357.4,41.9,2.17,89.6,24.5,157.2,High,2015-06-15,2015,6,0,2
Kolkata,15-06-2015,483.3,523.7,38.0,3.29,9.5,125.5,241.8,High,2015-06-15,2015,6,0,2
Bangalore,15-06-2015,194.0,507.3,77.8,1.45,82.1,144.8,409.3,Low,2015-06-15,2015,6,0,0
Delhi,16-06-2015,335.7,3.7,17.4,7.7,22.9,156.7,50.7,Low,2015-06-16,2015,6,1,0
Mumbai,16-06-2015,270.0,333.4,29.5,5.02,90.7,42.4,292.5,Low,2015-06-16,2015,6,1,0
Chennai,16-06-2015,370.7,262.3,135.6,6.69,33.9,90.5,82.3,High,2015-06-16,2015,6,1,2
Kolkata,16-06-2015,105.6,495.4,124.0,4.27,61.6,188.1,275.9,Low,2015-06-16,2015,6,1,0
Bangalore,16-06-2015,482.6,320.9,0.9,7.36,62.6,184.8,172.4,High,2015-06-16,2015,6,1,2
Delhi,17-06-2015,109.8,327.5,82.0,8.14,38.3,2.5,399.3,High,2015-06-17,2015,6,2,2
Mumbai,17-06-2015,215.6,57.1,123.8,3.88,55.0,39.4,416.6,Low,2015-06-17,2015,6,2,0
Chennai,17-06-2015,24.5,418.0,118.0,0.67,46.0,189.0,183.3,Low,2015-06-17,2015,6,2,0
Kolkata,17-06-2015,235.7,65.1,79.7,7.42,18.5,40.6,255.9,Moderate,2015-06-17,2015,6,2,1
Bangalore,17-06-2015,147.4,186.0,145.4,6.2,15.8,84.2,194.8,High,2015-06-17,2015,6,2,2
Delhi,18-06-2015,464.1,28.3,16.8,5.1,8.8,105.8,290.1,Low,2015-06-18,2015,6,3,0
Mumbai,18-06-2015,494.8,37.1,22.6,1.81,30.2,105.9,239.7,High,2015-06-18,2015,6,3,2
Chennai,18-06-2015,462.1,172.9,41.5,0.49,53.2,153.6,398.7,High,2015-06-18,2015,6,3,2
Kolkata,18-06-2015,174.9,148.0,86.6,2.72,9.3,56.3,414.6,Moderate,2015-06-18,2015,6,3,1
Bangalore,18-06-2015,196.8,451.4,1.2,7.66,26.5,184.3,110.8,High,2015-06-18,2015,6,3,2
Delhi,19-06-2015,220.1,172.7,53.5,3.37,22.4,118.8,352.2,Low,2015-06-19,2015,6,4,0
Mumbai,19-06-2015,35.0,306.2,31.0,1.14,71.7,156.0,80.4,High,2015-06-19,2015,6,4,2
Chennai,19-06-2015,433.7,144.0,11.5,9.01,57.8,180.8,377.6,Low,2015-06-19,2015,6,4,0
Kolkata,19-06-2015,301.1,416.4,75.9,0.86,88.0,46.6,58.9,Low,2015-06-19,2015,6,4,0
Bangalore,19-06-2015,227.3,169.2,114.0,0.12,99.6,64.6,203.8,Moderate,2015-06-19,2015,6,4,1
Delhi,20-06-2015,332.9,513.6,137.6,1.66,1.0,77.7,190.1,Low,2015-06-20,2015,6,5,0
Mumbai,20-06-2015,103.8,154.7,105.9,6.88,41.2,72.3,95.0,Low,2015-06-20,2015,6,5,0
Chennai,20-06-2015,381.3,437.1,110.4,8.59,89.1,52.0,283.3,Low,2015-06-20,2015,6,5,0
Kolkata,20-06-2015,322.6,361.8,102.0,1.69,10.7,55.9,455.4,Moderate,2015-06-20,2015,6,5,1
Bangalore,20-06-2015,481.3,470.6,18.1,3.67,25.9,75.8,58.5,High,2015-06-20,2015,6,5,2
Delhi,21-06-2015,309.8,310.3,30.1,4.89,5.1,49.4,184.5,High,2015-06-21,2015,6,6,2
Mumbai,21-06-2015,55.5,312.2,66.6,5.49,11.6,50.3,203.6,High,2015-06-21,2015,6,6,2
Chennai,21-06-2015,196.3,468.1,18.1,5.55,27.4,198.7,293.1,High,2015-06-21,2015,6,6,2
Kolkata,21-06-2015,196.5,77.1,104.3,6.76,67.7,178.4,149.5,Low,2015-06-21,2015,6,6,0
Bangalore,21-06-2015,92.7,93.4,125.4,2.86,74.2,186.1,50.5,Moderate,2015-06-21,2015,6,6,1
Delhi,22-06-2015,36.8,330.2,4.6,5.53,0.6,53.6,182.5,Low,2015-06-22,2015,6,0,0
Mumbai,22-06-2015,133.7,198.6,88.2,8.77,7.8,93.1,234.4,Moderate,2015-06-22,2015,6,0,1
Chennai,22-06-2015,490.3,232.1,41.4,6.22,14.2,115.2,27.1,Low,2015-06-22,2015,6,0,0
Kolkata,22-06-2015,182.4,576.7,52.1,5.19,87.6,110.8,90.2,High,2015-06-22,2015,6,0,2
Bangalore,22-06-2015,290.1,384.6,144.6,0.44,74.4,98.1,344.1,High,2015-06-22,2015,6,0,2
Delhi,23-06-2015,63.6,515.0,49.7,7.15,0.7,96.5,232.7,High,2015-06-23,2015,6,1,2
Mumbai,23-06-2015,95.4,388.5,106.5,1.69,12.4,92.4,424.7,Low,2015-06-23,2015,6,1,0
Chennai,23-06-2015,166.4,434.7,119.2,3.74,64.0,196.7,495.5,Moderate,2015-06-23,2015,6,1,1
Kolkata,23-06-2015,100.4,323.2,130.3,1.28,28.5,104.6,188.1,Low,2015-06-23,2015,6,1,0
Bangalore,23-06-2015,479.7,346.6,80.6,7.4,31.4,132.3,404.7,Low,2015-06-23,2015,6,1,0
Delhi,24-06-2015,172.0,62.6,67.5,0.79,27.1,85.8,149.5,High,2015-06-24,2015,6,2,2
Mumbai,24-06-2015,52.1,295.9,51.8,4.45,12.9,54.2,379.0,Low,2015-06-24,2015,6,2,0
Chennai,24-06-2015,265.3,367.4,70.3,6.92,15.8,80.4,291.8,Moderate,2015-06-24,2015,6,2,1
Kolkata,24-06-2015,206.1,368.1,56.9,5.97,55.0,77.6,127.7,High,2015-06-24,2015,6,2,2
Bangalore,24-06-2015,375.0,525.8,19.0,6.39,94.9,91.2,121.1,High,2015-06-24,2015,6,2,2
Delhi,25-06-2015,405.8,582.9,109.7,6.76,42.8,56.1,98.8,High,2015-06-25,2015,6,3,2
Mumbai,25-06-2015,185.0,99.6,99.5,3.83,77.1,7.7,298.8,High,2015-06-25,2015,6,3,2
Chennai,25-06-2015,298.3,538.3,7.7,8.6,35.2,99.9,487.8,Low,2015-06-25,2015,6,3,0
Kolkata,25-06-2015,161.5,547.1,61.3,6.6,92.5,130.3,125.9,High,2015-06-25,2015,6,3,2
Bangalore,25-06-2015,4.9,240.8,1.5,4.19,19.5,27.0,449.7,Low,2015-06-25,2015,6,3,0
Delhi,26-06-2015,11.5,189.9,135.4,5.44,83.4,159.5,288.2,High,2015-06-26,2015,6,4,2
Mumbai,26-06-2015,34.3,285.7,127.0,3.78,45.0,113.9,474.8,High,2015-06-26,2015,6,4,2
Chennai,26-06-2015,288.3,186.0,48.9,1.63,42.5,45.0,69.3,High,2015-06-26,2015,6,4,2
Kolkata,26-06-2015,5.4,303.4,74.0,9.95,74.3,160.2,247.0,High,2015-06-26,2015,6,4,2
Bangalore,26-06-2015,449.5,282.6,12.0,0.37,85.0,125.1,137.0,Low,2015-06-26,2015,6,4,0
Delhi,27-06-2015,489.2,479.0,68.3,3.21,34.0,178.9,34.8,High,2015-06-27,2015,6,5,2
Mumbai,27-06-2015,441.6,247.7,141.8,4.14,64.3,199.9,208.6,High,2015-06-27,2015,6,5,2
Chennai,27-06-2015,362.7,161.9,46.4,5.83,20.6,194.0,39.4,Low,2015-06-27,2015,6,5,0
Kolkata,27-06-2015,45.0,366.2,9.3,6.12,16.0,45.0,144.1,High,2015-06-27,2015,6,5,2
Bangalore,27-06-2015,347.0,63.5,29.4,6.71,88.3,9.3,390.0,High,2015-06-27,2015,6,5,2
Delhi,28-06-2015,270.3,112.9,80.4,5.15,42.4,171.0,362.3,High,2015-06-28,2015,6,6,2
Mumbai,28-06-2015,17.6,227.0,104.8,2.46,35.5,122.7,368.2,Low,2015-06-28,2015,6,6,0
Chennai,28-06-2015,117.0,238.8,131.1,5.61,57.2,38.0,135.7,Low,2015-06-28,2015,6,6,0
Kolkata,28-06-2015,49.3,89.8,80.2,9.76,16.8,137.2,211.6,Low,2015-06-28,2015,6,6,0
Bangalore,28-06-2015,494.9,408.0,119.8,5.71,99.0,140.1,193.1,Low,2015-06-28,2015,6,6,0
Delhi,29-06-2015,429.1,300.0,132.0,5.31,31.5,89.0,484.0,High,2015-06-29,2015,6,0,2
Mumbai,29-06-2015,336.9,199.0,49.0,3.87,87.2,85.5,491.9,High,2015-06-29,2015,6,0,2
Chennai,29-06-2015,203.1,295.8,146.0,2.6,40.8,79.1,247.7,Low,2015-06-29,2015,6,0,0
Kolkata,29-06-2015,355.9,515.1,82.3,2.79,53.9,173.2,155.4,Low,2015-06-29,2015,6,0,0
Bangalore,29-06-2015,374.9,129.9,143.7,7.33,9.2,21.9,210.7,High,2015-06-29,2015,6,0,2
Delhi,30-06-2015,121.3,237.7,111.3,8.79,48.0,167.1,47.5,High,2015-06-30,2015,6,1,2
Mumbai,30-06-2015,480.5,174.5,129.0,5.08,97.0,169.4,260.2,Moderate,2015-06-30,2015,6,1,1
Chennai,30-06-2015,187.6,508.2,69.7,6.11,39.4,101.3,118.3,Low,2015-06-30,2015,6,1,0
Kolkata,30-06-2015,328.0,510.6,108.3,0.67,1.2,32.5,391.5,Low,2015-06-30,2015,6,1,0
Bangalore,30-06-2015,199.5,375.2,98.6,9.02,20.2,17.9,391.8,High,2015-06-30,2015,6,1,2
Delhi,01-07-2015,196.1,523.1,117.8,5.38,0.8,145.2,401.2,High,2015-07-01,2015,7,2,2
Mumbai,01-07-2015,16.6,454.6,94.1,9.63,35.9,73.4,216.6,High,2015-07-01,2015,7,2,2
Chennai,01-07-2015,7.7,500.3,115.4,8.82,43.0,122.1,300.4,Moderate,2015-07-01,2015,7,2,1
Kolkata,01-07-2015,293.6,363.5,64.5,7.11,98.5,96.9,146.2,High,2015-07-01,2015,7,2,2
Bangalore,01-07-2015,338.8,227.7,100.8,2.87,39.5,19.8,115.4,Low,2015-07-01,2015,7,2,0
Delhi,02-07-2015,210.4,104.2,16.6,4.71,84.7,111.4,301.3,High,2015-07-02,2015,7,3,2
Mumbai,02-07-2015,157.5,480.8,113.8,1.23,7.7,109.6,121.8,High,2015-07-02,2015,7,3,2
Chennai,02-07-2015,393.6,448.9,132.0,7.36,87.5,106.1,208.2,Low,2015-07-02,2015,7,3,0
Kolkata,02-07-2015,338.2,599.1,88.1,1.62,41.4,53.4,30.1,Low,2015-07-02,2015,7,3,0
Bangalore,02-07-2015,140.0,278.5,106.0,5.35,24.8,155.4,295.9,Low,2015-07-02,2015,7,3,0
Delhi,03-07-2015,352.0,95.2,139.6,6.53,3.2,174.6,409.4,Low,2015-07-03,2015,7,4,0
Mumbai,03-07-2015,50.1,207.3,137.3,4.2,28.2,40.1,360.4,High,2015-07-03,2015,7,4,2
Chennai,03-07-2015,409.5,160.8,88.0,7.87,49.3,43.1,292.5,High,2015-07-03,2015,7,4,2
Kolkata,03-07-2015,198.0,340.1,148.1,3.87,21.9,96.0,85.9,High,2015-07-03,2015,7,4,2
Bangalore,03-07-2015,334.8,166.6,26.1,8.67,87.0,197.6,436.6,High,2015-07-03,2015,7,4,2
Delhi,04-07-2015,182.2,197.9,40.0,8.14,19.6,31.9,493.2,Low,2015-07-04,2015,7,5,0
Mumbai,04-07-2015,115.9,374.4,62.3,4.91,21.7,150.1,396.2,Low,2015-07-04,2015,7,5,0
Chennai,04-07-2015,93.9,105.5,119.1,6.91,59.9,165.4,321.9,High,2015-07-04,2015,7,5,2
Kolkata,04-07-2015,316.6,413.1,135.2,3.49,90.7,60.9,275.5,High,2015-07-04,2015,7,5,2
Bangalore,04-07-2015,87.7,206.9,45.1,6.44,14.9,65.9,25.1,High,2015-07-04,2015,7,5,2
Delhi,05-07-2015,285.8,150.8,142.5,7.31,65.5,198.9,204.1,Low,2015-07-05,2015,7,6,0
Mumbai,05-07-2015,9.0,336.0,104.2,9.04,89.7,22.6,159.3,Moderate,2015-07-05,2015,7,6,1
Chennai,05-07-2015,10.5,252.8,38.1,8.7,94.9,3.3,280.8,High,2015-07-05,2015,7,6,2
Kolkata,05-07-2015,221.6,167.6,112.2,8.92,39.6,180.3,9.5,High,2015-07-05,2015,7,6,2
Bangalore,05-07-2015,425.2,231.4,71.5,8.12,69.9,17.6,451.4,Moderate,2015-07-05,2015,7,6,1
Delhi,06-07-2015,199.0,167.9,10.8,7.47,92.6,96.7,335.2,High,2015-07-06,2015,7,0,2
Mumbai,06-07-2015,123.3,2.9,147.2,0.04,45.8,133.8,35.8,High,2015-07-06,2015,7,0,2
Chennai,06-07-2015,302.6,347.6,20.7,5.54,54.2,16.5,457.6,Low,2015-07-06,2015,7,0,0
Kolkata,06-07-2015,473.7,104.8,37.9,3.26,29.3,81.6,155.3,High,2015-07-06,2015,7,0,2
Bangalore,06-07-2015,443.0,599.5,33.1,4.67,13.5,135.4,171.0,High,2015-07-06,2015,7,0,2
Delhi,07-07-2015,262.3,406.3,12.3,5.39,55.3,133.9,242.6,Low,2015-07-07,2015,7,1,0
Mumbai,07-07-2015,414.3,27.3,121.0,3.85,33.4,91.6,42.9,Low,2015-07-07,2015,7,1,0
Chennai,07-07-2015,489.6,249.8,148.6,9.54,80.1,13.6,162.3,Low,2015-07-07,2015,7,1,0
Kolkata,07-07-2015,331.9,170.0,56.5,1.14,10.7,77.1,122.1,High,2015-07-07,2015,7,1,2
Bangalore,07-07-2015,33.1,478.5,39.9,3.25,32.6,83.4,250.8,High,2015-07-07,2015,7,1,2
Delhi,08-07-2015,101.2,250.7,22.9,1.83,93.4,145.5,83.6,Low,2015-07-08,2015,7,2,0
Mumbai,08-07-2015,129.5,157.8,43.9,0.79,82.1,39.3,107.2,Low,2015-07-08,2015,7,2,0
Chennai,08-07-2015,125.8,527.0,135.9,6.14,89.3,33.1,168.6,Low,2015-07-08,2015,7,2,0
Kolkata,08-07-2015,58.6,71.7,12.8,7.53,2.7,141.4,246.1,Moderate,2015-07-08,2015,7,2,1
Bangalore,08-07-2015,248.6,542.7,56.6,1.22,61.3,69.6,455.2,Low,2015-07-08,2015,7,2,0
Delhi,09-07-2015,343.1,112.2,81.4,9.79,69.6,120.9,133.6,Low,2015-07-09,2015,7,3,0
Mumbai,09-07-2015,400.7,426.3,105.5,8.05,20.6,164.3,125.4,Low,2015-07-09,2015,7,3,0
Chennai,09-07-2015,77.7,158.9,4.8,0.51,36.4,127.9,377.4,High,2015-07-09,2015,7,3,2
Kolkata,09-07-2015,347.5,518.1,125.2,6.43,9.2,87.5,352.7,Low,2015-07-09,2015,7,3,0
Bangalore,09-07-2015,126.5,138.6,127.0,7.6,3.1,17.0,404.0,Low,2015-07-09,2015,7,3,0
Delhi,10-07-2015,50.2,175.3,26.1,4.44,87.7,131.8,289.9,Moderate,2015-07-10,2015,7,4,1
Mumbai,10-07-2015,90.6,286.0,111.1,8.54,50.6,176.3,317.6,Low,2015-07-10,2015,7,4,0
Chennai,10-07-2015,198.0,500.1,118.0,2.96,63.0,86.0,292.0,High,2015-07-10,2015,7,4,2
Kolkata,10-07-2015,84.4,392.6,1.0,4.24,4.0,194.7,461.8,High,2015-07-10,2015,7,4,2
Bangalore,10-07-2015,316.7,130.3,67.2,7.52,85.6,42.4,231.7,High,2015-07-10,2015,7,4,2
Delhi,11-07-2015,116.1,254.8,79.1,3.2,96.5,48.9,253.7,Low,2015-07-11,2015,7,5,0
Mumbai,11-07-2015,170.2,324.8,30.7,5.37,58.3,126.0,90.8,Low,2015-07-11,2015,7,5,0
Chennai,11-07-2015,6.4,428.2,9.0,2.5,5.5,54.3,372.4,Moderate,2015-07-11,2015,7,5,1
Kolkata,11-07-2015,47.2,470.7,120.9,9.38,86.0,177.3,130.8,Low,2015-07-11,2015,7,5,0
Bangalore,11-07-2015,84.1,459.9,64.3,4.9,52.5,6.2,311.6,High,2015-07-11,2015,7,5,2
Delhi,12-07-2015,425.2,591.1,144.8,1.83,74.8,180.2,282.0,Low,2015-07-12,2015,7,6,0
Mumbai,12-07-2015,280.5,367.9,80.1,3.99,79.6,99.3,272.3,High,2015-07-12,2015,7,6,2
Chennai,12-07-2015,184.3,320.8,27.2,3.79,79.0,121.9,32.2,Moderate,2015-07-12,2015,7,6,1
Kolkata,12-07-2015,339.7,566.5,54.3,8.47,84.5,182.8,227.4,High,2015-07-12,2015,7,6,2
Bangalore,12-07-2015,17.2,54.5,41.7,7.63,28.5,63.3,84.7,High,2015-07-12,2015,7,6,2
Delhi,13-07-2015,315.0,294.8,125.0,7.75,18.8,117.5,157.9,Low,2015-07-13,2015,7,0,0
Mumbai,13-07-2015,464.6,355.7,30.8,0.65,77.1,170.9,145.3,Low,2015-07-13,2015,7,0,0
Chennai,13-07-2015,334.4,158.7,119.3,7.94,66.1,4.0,93.6,High,2015-07-13,2015,7,0,2
Kolkata,13-07-2015,19.4,270.1,20.5,2.74,58.7,43.7,401.1,High,2015-07-13,2015,7,0,2
Bangalore,13-07-2015,467.1,66.3,71.5,4.03,90.1,126.7,105.1,High,2015-07-13,2015,7,0,2
Delhi,14-07-2015,354.0,237.8,77.9,1.52,11.3,104.0,285.4,High,2015-07-14,2015,7,1,2
Mumbai,14-07-2015,39.9,337.5,132.3,4.84,12.3,166.5,93.1,High,2015-07-14,2015,7,1,2
Chennai,14-07-2015,432.5,439.7,10.9,1.91,28.4,29.3,237.8,High,2015-07-14,2015,7,1,2
Kolkata,14-07-2015,198.3,488.5,133.5,8.59,26.1,122.9,429.2,High,2015-07-14,2015,7,1,2
Bangalore,14-07-2015,252.8,103.9,81.5,6.58,66.7,27.2,166.2,High,2015-07-14,2015,7,1,2
Delhi,15-07-2015,494.5,316.2,6.4,2.35,79.4,35.0,44.9,Low,2015-07-15,2015,7,2,0
Mumbai,15-07-2015,365.3,211.2,15.4,8.34,63.2,2.1,183.1,High,2015-07-15,2015,7,2,2
Chennai,15-07-2015,160.3,221.7,31.1,4.6,76.7,62.1,284.0,High,2015-07-15,2015,7,2,2
Kolkata,15-07-2015,408.9,491.5,88.9,4.81,68.7,125.9,301.4,Moderate,2015-07-15,2015,7,2,1
Bangalore,15-07-2015,383.9,572.8,62.8,9.5,16.7,84.8,179.8,Low,2015-07-15,2015,7,2,0
Delhi,16-07-2015,181.6,269.3,41.6,2.46,86.1,54.2,3.8,Low,2015-07-16,2015,7,3,0
Mumbai,16-07-2015,238.3,247.3,3.2,3.07,54.8,67.7,398.0,Moderate,2015-07-16,2015,7,3,1
Chennai,16-07-2015,9.2,30.3,97.6,0.22,53.2,29.3,462.7,High,2015-07-16,2015,7,3,2
Kolkata,16-07-2015,486.1,9.8,115.8,4.98,76.8,140.1,298.1,Low,2015-07-16,2015,7,3,0
Bangalore,16-07-2015,76.2,165.3,39.3,6.14,85.3,176.4,332.8,High,2015-07-16,2015,7,3,2
Delhi,17-07-2015,416.8,23.5,118.0,3.98,89.5,177.5,112.5,Low,2015-07-17,2015,7,4,0
Mumbai,17-07-2015,358.3,135.0,119.4,3.38,94.2,18.7,359.6,High,2015-07-17,2015,7,4,2
Chennai,17-07-2015,249.6,454.1,123.6,3.5,86.4,67.8,160.2,High,2015-07-17,2015,7,4,2
Kolkata,17-07-2015,321.7,148.4,69.6,6.5,80.9,108.3,410.6,High,2015-07-17,2015,7,4,2
Bangalore,17-07-2015,410.2,64.3,136.8,1.58,25.5,165.9,200.3,High,2015-07-17,2015,7,4,2
Delhi,18-07-2015,295.7,184.3,74.2,2.0,34.0,165.0,426.0,Moderate,2015-07-18,2015,7,5,1
Mumbai,18-07-2015,289.9,195.4,95.7,8.25,64.8,181.2,387.6,High,2015-07-18,2015,7,5,2
Chennai,18-07-2015,375.0,241.5,15.8,9.18,73.1,123.6,333.5,High,2015-07-18,2015,7,5,2
Kolkata,18-07-2015,306.2,162.9,92.4,5.28,76.3,91.2,193.8,Low,2015-07-18,2015,7,5,0
Bangalore,18-07-2015,86.1,192.7,9.5,8.86,58.3,33.9,45.9,High,2015-07-18,2015,7,5,2
Delhi,19-07-2015,388.0,325.5,143.3,3.59,99.5,58.8,48.8,High,2015-07-19,2015,7,6,2
Mumbai,19-07-2015,258.2,116.7,116.7,4.3,64.7,147.6,203.5,High,2015-07-19,2015,7,6,2
Chennai,19-07-2015,463.1,253.5,41.8,1.81,55.9,1.1,94.7,Moderate,2015-07-19,2015,7,6,1
Kolkata,19-07-2015,29.0,511.3,43.1,6.05,48.4,166.0,342.3,High,2015-07-19,2015,7,6,2
Bangalore,19-07-2015,129.3,363.4,24.8,9.35,52.7,25.5,22.3,High,2015-07-19,2015,7,6,2
Delhi,20-07-2015,468.6,120.6,26.9,8.59,81.7,56.4,103.1,High,2015-07-20,2015,7,0,2
Mumbai,20-07-2015,399.8,181.7,11.0,7.73,92.4,22.6,388.7,High,2015-07-20,2015,7,0,2
Chennai,20-07-2015,147.2,576.7,35.7,9.56,38.1,6.7,302.1,High,2015-07-20,2015,7,0,2
Kolkata,20-07-2015,218.6,48.0,148.2,6.09,14.0,149.7,414.2,High,2015-07-20,2015,7,0,2
Bangalore,20-07-2015,139.8,45.3,11.7,2.94,71.2,108.4,74.7,High,2015-07-20,2015,7,0,2
Delhi,21-07-2015,408.1,394.5,18.5,7.08,34.4,101.4,301.0,High,2015-07-21,2015,7,1,2
Mumbai,21-07-2015,462.4,381.6,12.9,2.65,88.2,183.2,329.9,Low,2015-07-21,2015,7,1,0
Chennai,21-07-2015,449.4,167.4,120.7,5.55,83.6,44.0,380.1,High,2015-07-21,2015,7,1,2
Kolkata,21-07-2015,482.9,450.7,14.2,3.24,2.1,188.6,438.7,Moderate,2015-07-21,2015,7,1,1
Bangalore,21-07-2015,83.0,230.5,24.7,2.1,44.3,112.0,257.9,Low,2015-07-21,2015,7,1,0
Delhi,22-07-2015,387.4,17.6,66.6,2.4,67.0,199.4,181.1,Moderate,2015-07-22,2015,7,2,1
Mumbai,22-07-2015,100.3,31.9,77.1,4.19,63.4,152.1,23.8,Low,2015-07-22,2015,7,2,0
Chennai,22-07-2015,336.9,471.6,99.5,3.59,80.3,118.9,195.3,High,2015-07-22,2015,7,2,2
Kolkata,22-07-2015,287.7,20.8,99.2,5.01,7.3,66.5,356.1,Low,2015-07-22,2015,7,2,0
Bangalore,22-07-2015,308.0,105.3,21.4,4.87,33.9,35.4,376.6,Low,2015-07-22,2015,7,2,0
Delhi,23-07-2015,473.2,120.1,14.4,8.7,15.7,81.8,36.5,High,2015-07-23,2015,7,3,2
Mumbai,23-07-2015,138.7,273.3,14.2,2.26,10.5,161.9,330.8,High,2015-07-23,2015,7,3,2
Chennai,23-07-2015,404.2,464.1,19.2,2.44,92.1,186.3,61.9,High,2015-07-23,2015,7,3,2
Kolkata,23-07-2015,38.9,143.4,27.9,4.95,62.4,166.8,476.4,Moderate,2015-07-23,2015,7,3,1
Bangalore,23-07-2015,214.4,593.2,54.6,1.05,79.2,154.0,432.7,Moderate,2015-07-23,2015,7,3,1
Delhi,24-07-2015,117.6,457.1,102.9,1.58,36.2,194.3,390.8,High,2015-07-24,2015,7,4,2
Mumbai,24-07-2015,135.1,162.0,11.5,4.64,66.8,191.2,294.1,Moderate,2015-07-24,2015,7,4,1
Chennai,24-07-2015,63.0,538.1,107.8,7.45,88.6,36.4,176.7,High,2015-07-24,2015,7,4,2
Kolkata,24-07-2015,112.2,190.0,111.0,4.46,80.6,124.9,231.0,High,2015-07-24,2015,7,4,2
Bangalore,24-07-2015,430.4,554.9,145.3,7.6,76.3,191.4,238.6,High,2015-07-24,2015,7,4,2
Delhi,25-07-2015,98.1,136.3,19.9,10.0,32.3,58.3,476.4,Moderate,2015-07-25,2015,7,5,1
Mumbai,25-07-2015,315.8,575.4,142.1,4.65,69.3,80.6,228.4,High,2015-07-25,2015,7,5,2
Chennai,25-07-2015,27.2,409.6,40.8,4.2,21.9,0.6,60.0,Low,2015-07-25,2015,7,5,0
Kolkata,25-07-2015,316.5,105.4,81.1,5.2,10.8,131.0,207.3,Moderate,2015-07-25,2015,7,5,1
Bangalore,25-07-2015,93.6,324.6,13.6,5.97,22.4,64.9,163.7,High,2015-07-25,2015,7,5,2
Delhi,26-07-2015,347.7,159.1,125.8,6.09,3.9,55.4,9.0,High,2015-07-26,2015,7,6,2
Mumbai,26-07-2015,263.1,271.6,71.6,5.87,22.3,185.6,207.7,Low,2015-07-26,2015,7,6,0
Chennai,26-07-2015,434.7,431.3,108.9,7.99,81.4,63.9,271.7,High,2015-07-26,2015,7,6,2
Kolkata,26-07-2015,415.9,300.0,87.6,5.27,48.0,175.5,377.5,Low,2015-07-26,2015,7,6,0
Bangalore,26-07-2015,193.6,424.2,142.5,6.36,98.6,57.1,215.1,Low,2015-07-26,2015,7,6,0
Delhi,27-07-2015,125.6,267.0,44.1,4.75,65.2,73.8,100.0,High,2015-07-27,2015,7,0,2
Mumbai,27-07-2015,499.8,333.5,92.2,1.71,54.9,1.1,475.3,High,2015-07-27,2015,7,0,2
Chennai,27-07-2015,492.5,124.4,14.2,4.8,51.6,78.9,83.2,Moderate,2015-07-27,2015,7,0,1
